date,time,ticker,exp,strike,cp,entry,proceeds,ratio,blended_ret_pct,nsells,dte,roll_depth,category,tags
2025-03-13,13:34,SPX,03-13,5640,C,7.9,0,0,-100,0,0,0,lotto,LOTTO
2025-03-13,14:25,NVDA,03-21,120,C,3.8,5.3,1.395,39.5,1,8,0,initial,
2025-03-14,13:45,SPX,03-14,5630,C,8.5,9.63,1.132,13.2,2,0,0,lotto,LOTTO;0DTE
2025-03-17,13:33,GS,03-21,555,C,5.3,8.95,1.689,68.9,2,4,0,initial,
2025-03-17,13:36,QQQ,03-19,485,C,3.65,0,0,-100,0,2,0,lotto,LOTTO;CAT
2025-03-17,18:28,GS,03-21,565,C,4.5,5.1,1.133,13.3,1,4,1,roll1,ROLL
2025-03-18,13:51,SPX,03-18,5670,C,6.4,0,0,-100,0,0,0,lotto,LOTTO;0DTE
2025-03-19,14:07,META,,595,C,5.5,7.38,1.341,34.1,2,,0,lotto,LOTTO
2025-03-19,15:54,MSTR,03-21,310,C,5.3,4,0.755,-24.5,1,2,0,initial,
2025-03-20,13:45,QQQ,03-20,480,C,2.25,3.52,1.566,56.6,3,0,0,lotto,LOTTO;0DTE
2025-03-20,13:58,MMETA,03-21,600,C,4.9,0,0,-100,0,1,0,initial,ROLL
2025-03-20,14:19,META,03-21,610,C,4,5.3,1.325,32.5,2,1,1,roll1,ROLL
2025-03-20,14:47,QQQ,03-21,486,C,2.5,0,0,-100,0,1,0,initial,
2025-03-20,14:50,META,03-21,615,C,4,0,0,-100,0,1,2,roll2,
2025-03-21,13:52,META,03-21,592.5,C,3,4.79,1.596,59.6,3,0,3,lotto,LOTTO
2025-03-21,14:56,SPX,03-21,5660,C,5.8,7.53,1.297,29.7,2,0,0,lotto,LOTTO;0DTE
2025-03-21,16:19,META,03-21,595,C,2.44,2,0.82,-18,1,0,4,lotto,LOTTO
2025-03-21,16:23,TSLA,03-21,245,C,1.75,2.95,1.686,68.6,2,0,0,lotto,LOTTO
2025-03-24,13:33,TSLA,03-28,270,C,4.8,8.35,1.74,74,3,4,0,initial,
2025-03-24,13:37,META,03-28,625,C,6,6.95,1.158,15.8,2,4,0,initial,
2025-03-24,14:03,MSTR,03-28,340,C,6.2,9.55,1.54,54,2,4,0,lotto,LOTTO
2025-03-24,14:16,TSLA,03-28,277.5,C,5.5,9.75,1.773,77.3,2,4,1,roll1,ROLL
2025-03-24,16:05,QQQ,03-28,493,C,3.45,0,0,-100,0,4,0,initial,
2025-03-24,19:51,TSLA,03-28,285,C,5.5,3.85,0.7,-30,1,4,2,roll2,
2025-03-25,13:31,META,03-28,635,C,5.3,3.75,0.708,-29.2,1,3,0,initial,
2025-03-25,14:40,MSTR,03-28,350,C,6.5,0,0,-100,0,3,1,roll1,ROLL
2025-03-25,19:36,TSLA,03-28,395,C,3.7,0,0,-100,0,3,3,roll3+,ROLL
2025-03-26,16:00,SPX,03-26,5700,P,4.4,5.6,1.273,27.3,2,0,0,put_breakdown,LOTTO;0DTE
2025-03-27,13:49,SPX,03-27,5710,C,7.9,14.25,1.804,80.4,3,0,0,lotto,LOTTO;0DTE
2025-03-27,14:00,SPX,03-27,5725,C,8.4,13.25,1.577,57.7,3,0,1,roll1,ROLL
2025-03-27,14:55,TSLA,03-28,295,C,4,0,0,-100,0,1,4,roll3+,
2025-03-28,13:53,SPX,03-28,5640,P,10.5,14,1.333,33.3,2,0,0,put_breakdown,LOTTO
2025-03-28,15:36,SPX,03-28,5640,C,7,0,0,-100,0,0,0,lotto,LOTTO
2025-03-31,15:27,META,04-04,580,C,6.2,5.13,0.827,-17.3,2,4,0,lotto,LOTTO
2025-03-31,16:28,QQQ,04-02,467,C,3.55,5.45,1.535,53.5,2,2,0,initial,
2025-04-01,13:39,META,04-04,590,C,6.4,7.22,1.129,12.9,2,3,1,roll1,ROLL
2025-04-01,13:48,SPX,04-01,5630,C,9.2,16.38,1.78,78,3,0,0,lotto,LOTTO;0DTE
2025-04-01,15:23,AMZN,04-11,195,C,3.75,2.7,0.72,-28,1,10,0,initial,
2025-04-01,16:15,META,04-04,600,C,5.7,0,0,-100,0,3,2,roll2,ROLL
2025-04-02,13:45,NVDA,04-04,110,C,1.93,1.45,0.751,-24.9,1,2,0,initial,
2025-04-02,13:48,SPX,04-02,5650,C,7.9,9.45,1.196,19.6,2,0,0,lotto,LOTTO;0DTE
2025-04-02,14:29,QQQ,04-03,476,C,3.44,2.25,0.654,-34.6,1,1,0,lotto,LOTTO
2025-04-02,15:22,TSLA,04-04,280,C,5.5,9.26,1.684,68.4,3,2,0,lotto,LOTTO
2025-04-02,15:38,TSLA,04-04,290,C,5.55,0,0,-100,0,2,1,roll1,ROLL
2025-04-03,15:34,META,04-04,550,C,6.9,8.15,1.181,18.1,2,1,3,lotto,LOTTO
2025-04-03,16:18,QQQ,04-04,460,C,3.29,0,0,-100,0,1,1,lotto,LOTTO
2025-04-04,14:03,AMZN,04-11,175,C,2.15,2.8,1.302,30.2,2,7,1,lotto,LOTTO
2025-04-04,15:10,AMZN,04-11,175,C,2.45,4.9,2,100,2,7,2,lotto,LOTTO
2025-04-04,15:13,SPX,,5350,C,6.7,0,0,-100,0,,0,lotto,LOTTO
2025-04-04,17:57,SPX,,5200,C,9,11.2,1.244,24.4,2,,1,lotto,LOTTO
2025-04-07,13:49,QQQ,04-09,425,C,5,12,2.4,140,2,2,0,initial,
2025-04-07,13:51,AMZN,04-11,175,C,4.55,11.4,2.505,150.5,1,4,3,roll3+,
2025-04-07,14:06,NVDA,04-11,98,C,3,5.15,1.717,71.7,2,4,0,initial,
2025-04-07,17:24,NVDA,04-11,100,C,3.4,6.6,1.941,94.1,1,4,1,roll1,ROLL
2025-04-07,17:57,QQQ,04-09,440,C,5.25,7.3,1.39,39,1,2,1,roll1,ROLL
2025-04-08,13:43,NVDA,04-11,105,C,2.8,5.6,2,100,2,3,1,roll1,ROLL
2025-04-09,14:59,META,04-11,480,P,7.8,0,0,-100,0,2,0,put_breakdown,LOTTO
2025-04-09,17:15,QQQ,04-10,430,C,5.18,18.65,3.6,260,3,1,0,lotto,LOTTO
2025-04-09,17:56,NVDA,04-11,111,C,2.3,1.75,0.761,-23.9,1,2,0,initial,
2025-04-10,14:25,NVDA,04-11,110,C,2.25,0,0,-100,0,1,1,roll1,
2025-04-10,14:36,QQQ,04-11,457,C,4.89,0,0,-100,0,1,0,lotto,LOTTO
2025-04-11,13:54,QQQ,04-11,452,C,4.16,0,0,-100,0,0,1,lotto,LOTTO;0DTE
2025-04-14,17:22,QQQ,04-15,458,C,3.76,4.94,1.313,31.3,2,1,0,lotto,LOTTO
2025-04-15,13:38,META,04-17,540,C,6.6,0,0,-100,0,2,0,lotto,LOTTO
2025-04-15,16:01,NVDA,04-25,115,C,2.79,0,0,-100,0,10,0,initial,
2025-04-16,14:00,QQQ,04-16,447,P,2.5,3.08,1.233,23.3,2,0,0,put_breakdown,LOTTO;0DTE
2025-04-17,14:04,SPX,04-17,5240,P,8.8,12.43,1.412,41.2,3,0,0,put_breakdown,LOTTO
2025-04-17,15:11,SPX,04-17,5330,C,8,9.63,1.203,20.3,2,0,0,lotto,LOTTO
2025-04-21,17:03,SPX,04-22,5000,P,8.5,9.25,1.088,8.8,2,1,0,put_breakdown,LOTTO
2025-04-22,13:44,MSTR,04-25,350,C,5.8,8.32,1.435,43.5,3,3,0,initial,
2025-04-22,14:06,QQQ,04-23,445,C,2.69,4.37,1.623,62.3,2,1,0,lotto,LOTTO
2025-04-22,15:22,MSTR,04-25,360,C,6.2,7,1.129,12.9,1,3,1,roll1,ROLL
2025-04-22,16:05,META,04-25,510,C,5.5,15.63,2.841,184.1,2,3,0,initial,
2025-04-23,13:44,META,,540,C,5.5,7.7,1.4,40,1,,0,initial,
2025-04-23,13:52,QQQ,04-24,465,C,3.5,2.7,0.771,-22.9,1,1,0,lotto,LOTTO
2025-04-23,14:31,TSLA,04-25,260,C,4.9,5.7,1.163,16.3,2,2,0,initial,
2025-04-23,16:43,SPX,04-23,5440,C,6.4,7.1,1.109,10.9,2,0,0,lotto,LOTTO;0DTE
2025-04-24,14:15,TSLA,04-25,260,C,4.1,4.4,1.073,7.3,1,1,0,initial,
2025-04-24,14:19,NFLX,04-25,1090,C,6.5,9.93,1.527,52.7,3,1,0,lotto,LOTTO
2025-04-24,16:16,NFLX,04-25,1100,C,7.3,5.5,0.753,-24.7,1,1,1,roll1,ROLL
2025-04-25,13:33,SPX,04-25,5530,C,8.7,10.25,1.178,17.8,2,0,0,lotto,LOTTO;0DTE
2025-04-25,14:07,TSLA,04-25,267.5,C,2.25,3.9,1.733,73.3,3,0,0,lotto,LOTTO
2025-04-25,14:09,SPX,04-25,5530,C,8,9.25,1.156,15.6,2,0,0,lotto,LOTTO
2025-04-25,14:15,TSLA,04-25,272.5,C,2.4,4.4,1.833,83.3,3,0,1,roll1,ROLL
2025-04-25,14:42,TSLA,04-25,280,C,1.95,3.6,1.846,84.6,3,0,1,roll1,ROLL
2025-04-25,15:34,TSLA,04-25,285,C,1.95,1.5,0.769,-23.1,1,0,2,roll2,ROLL
2025-04-28,13:38,TSLA,,300,C,7.5,0,0,-100,0,,0,initial,
2025-04-30,14:23,SPX,04-30,5500,C,11.9,20.75,1.744,74.4,3,0,0,lotto,LOTTO;0DTE
2025-04-30,15:28,SPX,04-30,5550,C,6.2,8,1.29,29,2,0,1,roll1,ROLL
2025-05-01,13:47,SPX,05-01,5660,C,8,11.18,1.397,39.7,3,0,0,lotto,LOTTO;0DTE
2025-05-01,14:22,META,05-02,590,C,4.4,6.2,1.409,40.9,1,1,0,initial,
2025-05-01,15:16,NVDA,05-16,116,C,3.55,7,1.972,97.2,1,15,0,initial,
2025-05-02,13:33,SPX,05-02,5700,C,8,5.75,0.719,-28.1,1,0,0,lotto,LOTTO
2025-05-02,14:17,META,05-02,595,C,3.2,5.2,1.625,62.5,2,0,1,roll1,ROLL
2025-05-02,15:09,META,05-02,600,C,2.69,3.13,1.162,16.2,2,0,2,roll2,ROLL
2025-05-02,16:46,META,05-02,605,C,1.6,0,0,-100,0,0,3,roll3+,ROLL
2025-05-05,13:58,META,05-09,610,C,5.7,7,1.228,22.8,1,4,0,lotto,LOTTO;CAT
2025-05-06,14:55,PLTR,05-09,110,C,2.95,3.5,1.186,18.6,2,3,0,lotto,LOTTO
2025-05-08,13:36,MSTR,05-09,415,C,4,6.28,1.569,56.9,2,1,0,initial,
2025-05-08,15:22,QQQ,05-09,490,C,2.2,2.79,1.266,26.6,2,1,0,lotto,LOTTO
2025-05-08,15:36,MSTR,05-09,420,C,4.3,7.15,1.663,66.3,2,1,1,roll1,ROLL
2025-05-08,16:38,QQQ,05-09,493,C,2.54,0,0,-100,0,1,1,roll1,ROLL
2025-05-08,16:51,MSTR,05-09,430,C,3.75,0,0,-100,0,1,1,roll1,ROLL
2025-05-09,13:33,TSLA,05-09,300,C,2.09,3.5,1.675,67.5,3,0,0,lotto,LOTTO
2025-05-09,13:42,TSLA,05-16,310,C,6.55,16.8,2.565,156.5,1,7,1,roll1,ROLL
2025-05-09,15:18,TSLA,05-09,305,C,1.8,0,0,-100,0,0,2,roll2,ROLL
2025-05-12,13:49,TSLA,05-16,325,C,5.4,8.05,1.491,49.1,2,4,0,initial,
2025-05-12,14:11,META,05-16,640,C,5.15,6.2,1.204,20.4,2,4,0,lotto,LOTTO
2025-05-12,17:10,META,05-16,650,C,5.05,7.55,1.495,49.5,2,4,1,roll1,ROLL
2025-05-13,13:32,NVDA,05-23,127,C,2.8,4.5,1.607,60.7,2,10,0,initial,
2025-05-13,13:33,PLTR,05-16,125,C,1.98,3.65,1.843,84.3,2,3,0,lotto,LOTTO
2025-05-13,13:38,META,05-16,660,C,4.55,8.5,1.868,86.8,1,3,2,roll2,ROLL
2025-05-13,14:05,TSLA,05-16,335,C,4.4,3.4,0.773,-22.7,1,3,1,roll1,ROLL
2025-05-13,14:27,NVDA,05-23,130,C,3.4,5.4,1.588,58.8,1,10,1,roll1,ROLL
2025-05-13,15:27,META,05-16,670,C,4.5,0,0,-100,0,3,3,roll3+,ROLL
2025-05-13,15:33,PLTR,05-16,130,C,2.2,3.5,1.591,59.1,2,3,1,roll1,ROLL
2025-05-13,17:19,PLTR,05-16,133,C,2.46,1.5,0.61,-39,1,3,2,roll2,ROLL
2025-05-13,17:50,TSLA,05-16,345,C,5.55,7.2,1.297,29.7,1,3,2,roll2,
2025-05-14,13:33,TSLA,05-16,350,C,4.65,7.75,1.667,66.7,3,2,3,roll3+,
2025-05-14,13:34,NVDA,05-23,136,C,3.3,0,0,-100,0,9,0,initial,
2025-05-14,15:45,TSLA,05-16,360,C,5,0,0,-100,0,2,4,roll3+,ROLL
2025-05-15,15:03,QQQ,05-16,519,C,2.15,3.58,1.665,66.5,2,1,0,lotto,LOTTO
2025-05-15,16:05,MSFT,05-23,460,C,3.65,0,0,-100,0,8,0,initial,
2025-05-15,16:48,QQQ,05-16,522,C,2.3,0,0,-100,0,1,1,roll1,ROLL
2025-05-16,13:34,TSLA,05-16,355,C,2.6,0,0,-100,0,0,5,lotto,LOTTO
2025-05-16,15:14,COIN,05-16,265,C,2.64,4.2,1.591,59.1,3,0,0,lotto,LOTTO
2025-05-16,15:59,COIN,05-16,270,C,2.45,3.5,1.429,42.9,1,0,1,roll1,ROLL
2025-05-19,14:06,QQQ,05-21,521,C,2.88,3.09,1.075,7.5,2,2,0,initial,
2025-05-19,16:29,MSTR,05-23,420,C,8.3,9.2,1.108,10.8,1,4,0,lotto,LOTTO
2025-05-20,13:34,TSLA,05-23,360,C,7.4,0,0,-100,0,3,0,initial,
2025-05-21,14:03,NFLX,05-23,1220,C,6,7.5,1.25,25,2,2,0,lotto,LOTTO
2025-05-21,15:06,MSTR,05-23,430,C,5.6,0,0,-100,0,2,1,roll1,ROLL
2025-05-21,15:52,QQQ,05-23,524,C,2.64,0,0,-100,0,2,0,initial,
2025-05-22,14:56,SPX,05-22,5800,P,6.7,0,0,-100,0,0,0,put_breakdown,LOTTO
2025-05-22,15:24,TSLA,05-23,347.5,C,3.9,0,0,-100,0,1,1,roll1,
2025-05-22,18:33,COIN,05-30,280,C,7.3,0,0,-100,0,8,0,initial,
2025-05-27,13:57,HOOD,07-03,70,C,4.25,3.15,0.741,-25.9,1,37,0,initial,
2025-05-27,14:02,TSLA,05-30,360,C,6.8,9.65,1.419,41.9,2,3,0,lotto,LOTTO
2025-05-27,17:14,TSLA,05-30,370,C,5.45,0,0,-100,0,3,1,roll1,ROLL
2025-05-28,13:34,META,05-30,655,C,4.9,0,0,-100,0,2,0,initial,
2025-05-30,14:45,PLTR,05-30,130,C,0.99,1.43,1.439,43.9,3,0,0,initial,
2025-06-02,13:33,PLTR,06-06,135,C,3.8,0,0,-100,0,4,0,initial,
2025-06-02,13:36,META,06-06,665,C,5,5.65,1.13,13,2,4,0,initial,
2025-06-02,14:24,AVGO,06-06,260,C,4.6,7.05,1.533,53.3,2,4,0,earnings_lotto,LOTTO;EARN
2025-06-02,15:00,META,06-06,665,C,4.75,0,0,-100,0,4,1,roll1,ROLL
2025-06-02,15:01,META,06-06,670,C,4.75,7.09,1.492,49.2,3,4,2,roll2,ROLL
2025-06-02,17:20,META,06-06,675,C,5.3,8.57,1.616,61.6,2,4,3,roll3+,ROLL
2025-06-03,13:31,META,06-06,680,C,6.2,7.6,1.226,22.6,1,3,4,roll3+,ROLL
2025-06-03,13:44,SPX,06-03,5960,C,5.4,8.18,1.514,51.4,3,0,0,lotto,LOTTO;0DTE
2025-06-03,14:53,AVGO,06-06,270,C,4.35,3.15,0.724,-27.6,1,3,1,roll1,ROLL
2025-06-03,15:18,QQQ,06-06,530,C,2.7,4.13,1.53,53,2,3,0,initial,
2025-06-03,16:26,HOOD,07-03,75,C,4.4,13.4,3.045,204.5,1,30,1,roll1,ROLL
2025-06-04,13:44,META,06-06,685,C,5.2,8.4,1.615,61.5,2,2,5,roll3+,ROLL
2025-06-04,18:46,META,06-06,695,C,4.2,6,1.429,42.9,1,2,6,roll3+,ROLL
2025-06-05,14:22,SPX,06-05,5985,C,6.4,7.5,1.172,17.2,2,0,0,lotto,LOTTO;0DTE
2025-06-05,14:42,META,06-06,700,C,4.2,4.5,1.071,7.1,1,1,7,roll3+,ROLL
2025-06-05,14:47,SPX,06-05,6000,C,5.6,7.2,1.286,28.6,2,0,1,roll1,ROLL
2025-06-06,13:38,SPX,06-06,6020,C,6.4,8.2,1.281,28.1,2,0,0,lotto,LOTTO
2025-06-06,13:45,META,06-06,705,C,2.32,0,0,-100,0,0,8,roll3+,ROLL
2025-06-06,14:38,TSLA,,300,C,2.62,4.8,1.832,83.2,2,,0,lotto,LOTTO
2025-06-06,14:55,TSLA,,305,C,2.2,4.67,2.125,112.5,3,,1,roll1,ROLL
2025-06-06,15:01,TSLA,,310,C,2.2,10.6,4.818,381.8,3,,2,roll2,ROLL
2025-06-06,15:50,QQQ,,531,C,0.92,0,0,-100,0,,0,lotto,LOTTO
2025-06-09,13:32,NVDA,06-20,146,C,3,0,0,-100,0,11,0,initial,
2025-06-09,13:39,META,06-13,715,C,5.2,0,0,-100,0,4,0,lotto,LOTTO
2025-06-09,14:22,TSLA,06-13,310,C,5.1,0,0,-100,0,4,3,roll3+,
2025-06-09,19:41,TSLA,06-13,320,C,6,9.68,1.613,61.3,3,4,4,roll3+,ROLL
2025-06-10,13:41,PLTR,06-13,135,C,2.6,4,1.538,53.8,3,3,0,initial,
2025-06-10,15:22,TSLA,06-13,330,C,5.6,9.7,1.732,73.2,1,3,5,roll3+,ROLL
2025-06-11,13:30,TSLA,06-13,340,C,5.4,0,0,-100,0,2,6,roll3+,ROLL
2025-06-11,13:53,QQQ,06-13,536,C,2.75,0,0,-100,0,2,1,lotto,LOTTO
2025-06-11,14:34,PLTR,06-13,138,C,2.42,1.65,0.682,-31.8,1,2,1,roll1,ROLL
2025-06-12,14:12,AVGO,06-13,257.5,C,2,2.29,1.143,14.3,2,1,0,lotto,LOTTO
2025-06-13,13:38,QQQ,06-13,530,C,1.64,2.31,1.409,40.9,2,0,2,lotto,LOTTO
2025-06-13,16:18,QQQ,06-13,532,C,0.95,0,0,-100,0,0,3,roll3+,ROLL
2025-06-16,13:32,PLTR,06-20,143,C,3.15,4.47,1.421,42.1,3,4,0,initial,
2025-06-16,13:42,PLTR,06-20,146,C,3.1,0,0,-100,0,4,1,roll1,ROLL
2025-06-16,14:13,META,06-20,710,C,5.7,0,0,-100,0,4,0,lotto,LOTTO
2025-06-18,14:09,AVGO,06-20,255,C,1.89,2.16,1.143,14.3,2,2,0,lotto,LOTTO;CAT
2025-06-18,15:09,TSLA,06-20,330,C,3.4,4,1.176,17.6,2,2,0,lotto,LOTTO
2025-06-18,18:21,COIN,06-20,300,C,4,6.65,1.663,66.3,2,2,0,lotto,LOTTO
2025-06-20,13:33,COIN,06-20,315,C,4.2,0,0,-100,0,0,0,lotto,LOTTO
2025-06-20,13:40,QQQ,06-20,534,C,1.25,0,0,-100,0,0,0,lotto,LOTTO
2025-06-23,13:52,TSLA,06-27,345,C,7,7.65,1.093,9.3,2,4,0,initial,
2025-06-23,14:11,COIN,06-27,320,C,6.5,9.88,1.519,51.9,3,4,0,lotto,LOTTO
2025-06-23,14:19,TSLA,06-27,360,C,5.4,0,0,-100,0,4,1,roll1,ROLL
2025-06-23,15:06,META,06-27,700,C,5.1,10,1.961,96.1,1,4,0,initial,
2025-06-24,13:31,META,06-27,715,C,5,6.1,1.22,22,1,3,1,roll1,ROLL
2025-06-24,13:41,QQQ,06-27,540,C,2.44,4,1.639,63.9,2,3,0,initial,
2025-06-24,13:49,COIN,06-27,330,C,5.4,9.35,1.731,73.1,3,3,1,roll1,ROLL
2025-06-24,13:57,COIN,06-27,340,C,6.2,9.07,1.464,46.4,2,3,2,roll2,ROLL
2025-06-24,16:51,COIN,06-27,350,C,5.4,12,2.222,122.2,2,3,3,roll3+,ROLL
2025-06-24,18:43,COIN,06-27,360,C,5.75,12.9,2.243,124.3,2,3,4,roll3+,ROLL
2025-06-25,13:31,COIN,06-27,370,C,7,8.93,1.276,27.6,2,2,5,roll3+,ROLL
2025-06-25,13:37,NVDA,07-03,152.5,C,1.87,2.88,1.537,53.7,3,8,0,initial,
2025-06-25,13:40,QQQ,06-27,545,C,1.99,2.55,1.281,28.1,1,2,1,roll1,ROLL
2025-06-25,14:29,NVDA,07-03,155,C,1.67,3.2,1.916,91.6,1,8,1,roll1,ROLL
2025-06-26,13:34,NVDA,07-03,157.5,C,1.88,2.68,1.426,42.6,2,7,1,roll1,ROLL
2025-06-26,13:58,META,06-27,720,C,3.45,5.38,1.558,55.8,3,1,1,roll1,ROLL
2025-06-26,14:02,COIN,06-27,380,C,4.1,5,1.22,22,2,1,1,roll1,ROLL
2025-06-26,14:30,META,06-27,725,C,3.8,6.15,1.618,61.8,2,1,2,roll2,ROLL
2025-06-27,13:30,META,06-27,732.5,C,2.4,3.6,1.5,50,3,0,3,lotto,LOTTO
2025-06-27,14:04,SPX,06-27,6190,C,3.2,2.25,0.703,-29.7,1,0,0,lotto,LOTTO;0DTE
2025-06-27,15:50,META,06-27,732.5,C,1.22,1.4,1.148,14.8,1,0,0,lotto,LOTTO
2025-06-30,13:32,META,07-03,750,C,4.4,5.6,1.273,27.3,2,3,0,initial,
2025-06-30,13:55,HOOD,07-11,90,C,3.4,5.45,1.603,60.3,2,11,2,roll2,
2025-06-30,16:49,QQQ,07-03,553,C,2.53,2.63,1.04,4,1,3,0,initial,
2025-07-01,13:33,HOOD,07-11,98,C,3.9,6.15,1.577,57.7,2,10,3,roll3+,ROLL
2025-07-02,13:46,AAPL,07-03,212.5,C,1.38,1.78,1.292,29.2,3,1,0,lotto,LOTTO
2025-07-02,14:07,META,07-03,725,C,3.5,4.6,1.314,31.4,1,1,0,lotto,LOTTO
2025-07-02,16:30,COIN,07-11,370,C,6.4,4.35,0.68,-32,1,9,0,initial,
2025-07-03,13:33,META,07-03,730,C,2.25,0,0,-100,0,0,0,lotto,LOTTO
2025-07-07,13:36,NVDA,07-11,160,C,1.95,3.65,1.872,87.2,2,4,0,initial,
2025-07-08,14:31,TSLA,07-11,305,C,4.4,5.55,1.261,26.1,2,3,0,lotto,LOTTO
2025-07-09,13:32,QQQ,07-11,556,C,2.32,2.79,1.2,20,2,2,0,initial,
2025-07-09,13:33,NVDA,07-18,165,C,2.65,3.85,1.453,45.3,2,9,1,roll1,ROLL
2025-07-09,13:54,META,07-11,735,C,5.15,7.22,1.403,40.3,2,2,0,initial,
2025-07-10,13:33,COIN,07-11,380,C,4.85,7.64,1.575,57.5,3,1,1,roll1,
2025-07-10,14:42,SPX,07-11,6300,C,5,5,1,0,2,1,0,lotto,LOTTO
2025-07-10,19:08,COIN,07-11,390,C,4.6,5.13,1.114,11.4,2,1,2,roll2,ROLL
2025-07-11,13:52,NVDA,07-18,167.5,C,2.6,5,1.923,92.3,1,7,2,roll2,ROLL
2025-07-11,13:56,TSLA,,310,C,2.44,3.38,1.383,38.3,3,,0,lotto,LOTTO
2025-07-14,13:31,MSTR,07-18,460,C,6.3,7.45,1.183,18.3,2,4,0,initial,
2025-07-14,13:50,PLTR,07-18,147,C,2.7,3.8,1.407,40.7,1,4,0,initial,
2025-07-14,15:08,QQQ,07-16,558,C,1.74,3.7,2.126,112.6,1,2,0,lotto,LOTTO
2025-07-14,18:45,PLTR,07-18,150,C,2.33,2.75,1.18,18,2,4,1,roll1,ROLL
2025-07-15,13:55,MSTR,07-18,460,C,6.2,0,0,-100,0,3,1,roll1,ROLL
2025-07-16,14:15,HOOD,07-18,105,C,1.75,2.33,1.334,33.4,2,2,0,lotto,LOTTO
2025-07-16,14:23,COIN,07-18,410,C,5.9,7,1.186,18.6,1,2,0,lotto,LOTTO
2025-07-17,13:49,SPX,07-17,6290,C,4.6,8.75,1.902,90.2,3,0,0,lotto,LOTTO;0DTE
2025-07-18,13:33,COIN,07-18,430,C,4.4,7.9,1.795,79.5,2,0,0,lotto,LOTTO
2025-07-18,13:48,COIN,07-18,440,C,3.3,6.4,1.939,93.9,3,0,1,roll1,ROLL
2025-07-18,13:53,TSLA,07-18,330,C,1.55,1.15,0.742,-25.8,1,0,0,lotto,LOTTO
2025-07-18,14:07,COIN,07-18,445,C,3.5,2.6,0.743,-25.7,1,0,2,roll2,ROLL
2025-07-18,15:33,SPX,07-18,6310,C,3.1,0,0,-100,0,0,0,lotto,LOTTO
2025-07-21,13:32,META,07-25,720,C,6.7,0,0,-100,0,4,0,initial,
2025-07-21,13:50,COIN,07-25,450,C,7.2,0,0,-100,0,4,0,lotto,LOTTO
2025-07-24,13:46,QQQ,07-25,565,C,2.05,2.7,1.317,31.7,1,1,0,lotto,LOTTO
2025-07-28,13:43,AMD,08-01,175,C,2.75,4.1,1.491,49.1,3,4,0,lotto,LOTTO
2025-07-29,13:32,AMD,08-01,177.5,C,3.3,5.13,1.553,55.3,3,3,1,roll1,ROLL
2025-07-29,14:24,AMD,08-01,182.5,C,2,3.36,1.68,68,2,3,2,roll2,ROLL
2025-07-30,14:23,QQQ,08-01,570,C,2.24,2.65,1.181,18.1,2,2,0,earnings_lotto,LOTTO;EARN
2025-07-31,14:45,SPX,07-31,6380,P,4.4,7.65,1.739,73.9,3,0,0,put_breakdown,LOTTO;0DTE
2025-08-04,13:51,QQQ,08-06,560,P,2.49,0,0,-100,0,2,0,put_breakdown,
2025-08-05,13:54,META,08-08,790,C,4.9,4,0.816,-18.4,1,3,0,initial,
2025-08-06,14:06,SPX,08-06,6335,C,5.2,10.55,2.029,102.9,3,0,0,lotto,LOTTO
2025-08-06,14:38,PLTR,08-08,180,C,2.39,2.73,1.14,14,2,2,0,lotto,LOTTO
2025-08-06,15:32,SPX,08-06,6350,C,4.7,0,0,-100,0,0,1,roll1,ROLL
2025-08-07,13:31,CRWV,08-08,118,C,3.4,8,2.353,135.3,2,1,0,initial,
2025-08-07,13:39,QQQ,08-08,574,C,1.51,0,0,-100,0,1,0,lotto,LOTTO
2025-08-07,15:56,PLTR,08-08,185,C,1.79,2.3,1.285,28.5,1,1,0,initial,
2025-08-08,13:34,PLTR,08-08,187.5,C,1,1.09,1.087,8.7,2,0,0,lotto,LOTTO
2025-08-08,13:41,TSLA,08-08,330,C,2,3.45,1.725,72.5,3,0,0,lotto,LOTTO
2025-08-08,13:56,TSLA,08-08,332.5,C,2.4,3.35,1.396,39.6,2,0,1,roll1,ROLL
2025-08-08,14:27,APP,08-08,467.5,C,2.8,0,0,-100,0,0,0,lotto,LOTTO
2025-08-08,14:44,TSLA,08-08,335,C,1.85,0,0,-100,0,0,1,roll1,ROLL
2025-08-08,16:03,SPX,08-08,6390,C,5,4.1,0.82,-18,1,0,0,lotto,LOTTO;0DTE
2025-08-11,13:31,TSLA,08-15,345,C,5.8,6.95,1.198,19.8,2,4,0,initial,
2025-08-11,13:38,BMNR,08-15,65,C,3.8,6.92,1.822,82.2,3,4,0,initial,
2025-08-11,14:17,QQQ,08-13,577,C,2.37,1.6,0.675,-32.5,1,2,0,lotto,LOTTO;CAT
2025-08-11,14:30,BMNR,08-15,70,C,4.5,0,0,-100,0,4,1,roll1,ROLL
2025-08-12,13:31,META,08-15,785,C,5,9.15,1.83,83,3,3,0,initial,
2025-08-12,13:38,META,08-15,795,C,4.9,6.6,1.347,34.7,2,3,1,roll1,ROLL
2025-08-12,15:28,META,08-15,800,C,4.4,4.63,1.051,5.1,3,3,2,roll2,ROLL
2025-08-12,18:11,PLTR,08-15,190,C,2.28,0,0,-100,0,3,0,initial,
2025-08-13,13:43,TSLA,08-15,350,C,4.1,0,0,-100,0,2,0,lotto,LOTTO
